0,1,2,3,4,5,6
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.1159806,-1.772223,-1.9668667,-1.9421861,-1.9245377,-1.8922706,-2.04351
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.910573,-1.8255088,-2.166585,-1.9566644,-1.8678946,-1.8653132,-2.0740533
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-1.9830815,-1.8952762,-2.0258126,-1.8257893,-1.8700217,-1.9401034,-2.109552
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0354552,-1.936659,-2.0041337,-1.8146884,-1.8633264,-1.890282,-2.109129
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0145967,-1.8834553,-1.855024,-2.1495006,-1.9115415,-1.873889,-1.9647366
-2.1159806,-1.772223,-1.9668667,-1.9421861,-1.9245377,-1.8922706,-2.04351
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.1488075,-1.7487773,-1.8977734,-1.9647865,-1.9266913,-1.9407461,-2.0396328
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0745702,-1.962592,-1.9353228,-1.8241932,-1.8512121,-1.9237311,-2.07894
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1159806,-1.772223,-1.9668667,-1.9421861,-1.9245377,-1.8922706,-2.04351
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0145967,-1.8834553,-1.855024,-2.1495006,-1.9115415,-1.873889,-1.9647366
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.8886615,-1.7822219,-2.0908709,-2.1650388,-1.7893504,-1.8227286,-2.1760929
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0745702,-1.962592,-1.9353228,-1.8241932,-1.8512121,-1.9237311,-2.07894
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0145967,-1.8834553,-1.855024,-2.1495006,-1.9115415,-1.873889,-1.9647366
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.9160633,-1.9099337,-2.07939,-1.8246644,-1.8427718,-1.9355873,-2.1565037
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0745702,-1.962592,-1.9353228,-1.8241932,-1.8512121,-1.9237311,-2.07894
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0145967,-1.8834553,-1.855024,-2.1495006,-1.9115415,-1.873889,-1.9647366
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0312796,-1.9450421,-2.0298965,-1.8007681,-1.8347265,-1.8868775,-2.1359801
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.9160633,-1.9099337,-2.07939,-1.8246644,-1.8427718,-1.9355873,-2.1565037
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0745702,-1.962592,-1.9353228,-1.8241932,-1.8512121,-1.9237311,-2.07894
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0476258,-1.789712,-2.043156,-2.0271604,-1.8522981,-1.8720971,-2.0253634
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-1.9622743,-1.8151643,-2.0907607,-1.9450771,-1.886638,-1.8744421,-2.078961
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.8886615,-1.7822219,-2.0908709,-2.1650388,-1.7893504,-1.8227286,-2.1760929
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.4305315,-2.2488587,-0.96970433,-2.426754,-2.1094375,-2.8150103,-1.8466687
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-1.9188107,-1.8224645,-2.1421742,-1.9482908,-1.8748848,-1.8864645,-2.0659692
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9188107,-1.8224645,-2.1421742,-1.9482908,-1.8748848,-1.8864645,-2.0659692
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.041768,-1.7820537,-2.048757,-2.0231538,-1.8581802,-1.8816587,-2.0213041
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.8886615,-1.7822219,-2.0908709,-2.1650388,-1.7893504,-1.8227286,-2.1760929
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.7807736,-2.19667,-0.8849261,-2.7331376,-2.3243666,-2.9710617,-1.6095237
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-1.9356846,-1.8338047,-2.1194286,-1.9398961,-1.8743187,-1.8661855,-2.0884504
-1.9188107,-1.8224645,-2.1421742,-1.9482908,-1.8748848,-1.8864645,-2.0659692
-2.1506686,-1.7545619,-1.8717173,-1.9757668,-1.9155642,-1.9721388,-2.027388
-2.1188836,-1.7451456,-1.9762363,-1.958157,-1.9323835,-1.8953187,-2.0368917
-2.1159806,-1.772223,-1.9668667,-1.9421861,-1.9245377,-1.8922706,-2.04351
-2.04662,-1.9598356,-1.9759009,-1.818024,-1.8500795,-1.9013997,-2.100616
-1.9188107,-1.8224645,-2.1421742,-1.9482908,-1.8748848,-1.8864645,-2.0659692
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-2.0197363,-1.9524531,-2.0404415,-1.7960093,-1.8250229,-1.8848985,-2.1507702
-2.0393357,-1.9097551,-2.0134466,-1.8175321,-1.868874,-1.8927808,-2.1130815
-1.8886615,-1.7822219,-2.0908709,-2.1650388,-1.7893504,-1.8227286,-2.1760929
-2.0119798,-1.873093,-2.0104141,-1.8324533,-1.8714244,-1.9434981,-2.1072776
-2.9530785,-2.3289907,-0.76457614,-2.55381,-2.364702,-2.836106,-1.8676889
